0270027H;Lycée professionnel Louis Aragon
0270051J;Lycée professionnel Modeste Leroy
0270052K;Lycée professionnel Georges Dumezil
0271081D;Lycée professionnel Saint-Ouen
0271268G;Lycée professionnel Aristide Briand
0271319M;Lycée professionnel Porte De Normandie
0280009H;Lycée professionnel Du Batiment Ph De L Orme
0280684S;Lycée Prof. Notre Dame
0280687V;Lycée professionnel De Couasnon
0280864M;Lycée professionnel Elsa Triolet
0280925D;Lycée professionnel Gilbert Courtois
0440163N;Lycée Saint-Stanislas
0131341M;Lycée Notre Dame De Sion
0490946M;Lycée agricole Angers le Fresne
0920136Y;Lycée Newton-Enrea
0340040J;Lycée Jules Guesde
0592921E;Lycée Saint Rémi
0750672Y;Esaa Duperré
0670086E;Lycée des métiers René Cassin
0680010S;Lycée Blaise Pascal
0580031U;Lycée Jules Renard
0690522T;Lycée Aux Lazaristes
2260001Y;Lycée français de Singapour
2390001C;Lycée Français de Séoul
2410003U;Lycée JOSUE HOFFET
2430001F;Lycée français Alexandre Yersin
3010002S;Lycée francais Du Caire
3240001R;Lycée français Charlemagne
3240002S;Lycée français Saint-Exupéry
3260045C;Lycée René Descartes
3410004B;Institution Ste Jeanne d'Arc
3410005C;Cours Sainte Marie de Hann
3440003J;Lycée français Montaigne 3440003J
3500008G;Groupe scolaire unifié Jean de la Fontaine
3500009H;Groupe scolaire Honoré de Balzac
3500011K;Groupe scolaire Claude Monet
3500039R;Collège Anatole France
3500045X;Lycée Louis Massignon
3950001E;LYCEE FRANCAIS - ALIOUNE-BLONDIN BEYE
4080001J;Lycée français de Saint-Domingue
4210001N;Lycée Français International Marcel Pagnol
4230001C;Lycée Français Jules Supervielle
0440012Z;Lycée Grand-Air
3500027C;Groupe scolaire Jean Charcot
4140001B;Lycée Français de San Salvador
0593255T;Lycée de Douai-Wagnonville
0141112H;Lycée agricole Le Robillard
0624109E;Lycée Giraux Sannier
0341915X;Lycée Frédéric BAZILLE - Agropolis (Classes EN)
0910831J;Lycée professionnel Agricole horticole Saint Nicolas
0050004C;Lycée Honoré Romane
0950683B;Lycée professionnel Indust.Louis Jouvet
0950718P;Lycée professionnel 
0950948P;Lycée professionnel Fernand Leger
0951149H;Lycée professionnel Commercial Ann Lep De Chars
0951150J;Lycée professionnel Ind. Et Comm.
0951153M;Lycée professionnel Annexe Lyp Fosses
0951192E;Lycée professionnel Industriel Annexe Sncf
0951281B;Lycée professionnel Turgot
0951282C;Lycée professionnel Du Vexin
0951398D;Lycée professionnel Louis Armand
0951572T;Lycée professionnel Du Grand Cerf
0951618T;Lycée professionnel Auguste Escoffier
0951673C;Lycée professionnel Gustave Eiffel
0951704L;Lycée professionnel 
6200004K;Lycée professionnel Finosello
6200024G;Lycée professionnel 
7200011Z;Lycée professionnel Scamaroni
7200093N;Lycée professionnel Jean Nicoli
9710052E;Lycée professionnel Louis Delgres
9710587L;Lycée professionnel Bouillante
9710589N;Lycée professionnel Richeval
9710691Z;Lycée professionnel Gerville Reache
9710709U;Lycée professionnel Richeval
9710722H;LPO Carnot
9710746J;Lycée professionnel Augustin Arron
9720091S;Lycée Léopold BISSOL Métiers de la construction et de l'habitat
9720429J;Lycée professionnel Régional de Dillon
9720430K;Lycée professionnel La Trinite
9720468B;Lycée professionnel Raymond Neris
9720476K;Lycée professionnel Polyvalent Annexe Au C.E.T.
9720501M;Lycée professionnel Chateauboeuf
9720515C;Lycée professionnel Andre Aliker
9720516D;Lycée polyvalent Saint James
9720844K;Lycée professionnel Place D Armes
9730002P;Lycée professionnel Marchoux
0460529A;Lycée professionnel hôtelier Quercy Périgord
0460691B;Section d'enseig. général et tech. du LP hôtelier
0280665W;Lycée Notre Dame
0880120C;Lycée professionnel Notre Dame de la Providence
0950757G;Ecole Montaigne
2050039D;Lycée de Ville
0622803K;Lycée Blaise Pascal
1290007A;Pôle Kerichen-Vauban
0623278B;Lycée professionnel Agricole Le DRUET
0592965C;Lycée Industriel et Commercial
0620220C;Lycée professionnel La Peupleraie
0561454B;Lycée professionnel Agricole horticoles de Kerplouz
0290338K;Lycée Sainte Anne
0620110H;Lycée professionnel Auguste Béhal
0420045W;Lycée professionnel Joseph Haubtmann
0341793P;Studio M
0750708M;Lycée Des métiers Jean DROUANT
0753894A;COURS SOCRATE
0080010T;Lycée professionnel d'Etion
0311138U;Lycée MONTALEMBERT LES MARISTES
0510038P;Lycée professionnel Europe
0130043B;Lycée Victor Hugo
0312061X;Lycée de la photographie
0342073U;Ecole Sup. IRTS Etudes Supérieures ESF
0511026N;Institut Universitaire de Technologie de Reims
0110983J;I.U.T de Perpignan (Site de Narbonne)
0271666P;I.U.T d'Evreux
0340838B;I.U.T de Montpellier
0660586D;I.U.T de Perpignan
0680053N;I.U.T. de Colmar
0623985V;I.U.T. de Lens
0624062D;IUT LITTORAL (SAINT OMER)
0881679X;I.U.T de Saint Dié - Université de Lorraine
7200117P;I.U.T de Corte
0594581J;Universite Lille 2 - Iut C
0596244S;I.U.T. de Valenciennes - Site de Cambrai
0622238W;I.U.T. de Béthune
0501893L;I.U.T Cherbourg Manche
0030924N;Lycée professionnel Val D'Allier
0040011R;Lycée professionnel Louis Martin Bret
0050009H;Lycée professionnel Sevigne
0060003W;Lycée professionnel Place Nationale
0060080E;Lycée professionnel Hotelier
0070002P;Lycée professionnel J Et E Montgolfier
0070009X;Lycée professionnel Léon Pavin
0070016E;Lycée professionnel Hotelier
0070026R;Lycée professionnel Pierre Bravay
0070031W;Lycée professionnel Marius Bouvier
0080028M;Lycée professionnel Armand Malaise
0080048J;Lycée professionnel Le Chateau
0080838T;Lycée professionnel Paul Verlaine
0090006H;Lycée professionnel Joseph Marie Jacquard
0090019X;Lycée professionnel Aristide Berges
0090020Y;Lycée professionnel Francois Camel
0090543S;Lycée professionnel Irenee Cros
0100027A;Lycée professionnel Marie De Champagne
0100039N;Lycée professionnel Les Lombards
0100906F;Lycée professionnel Gaston Bachelard
0100945Y;Lycée professionnel Gabriel Voisin
0110008Z;Lycée professionnel Jules Fil
0110027V;Lycée professionnel
0110034C;Lycée professionnel Gustave Eiffel
0120038B;Lycée professionnel Ferdinand Foch
0130006L;Lycée professionnel Gambetta
0130021C;Lycée professionnel La Ciotat (De)
0130025G;Lycée professionnel Etoile (De L')
0130033R;Lycée professionnel Louis Bleriot
0130055P;Lycée professionnel Chatelier (Le)
0130056R;Lycée professionnel Floride (La)
0130059U;Lycée professionnel Blaise Pascal
0130062X;Lycée professionnel Frederic Mistral
0130063Y;Lycée professionnel Leau (Bd)
0130064Z;Lycée professionnel Jean Baptiste Brochier
0130065A;Lycée professionnel des Métiers LA VISTE
0130068D;Lycée professionnel Camille Jullian
0762733H;IFEN
9730003R;Lycée professionnel Max Josephine
9730094P;Lycée professionnel Jean Marie Michotte
9730111H;Lycée professionnel Lp Bertene Juminer
9730220B;Lycée professionnel Melkior
9730372S;Lycée professionnel Des Metiers
9740004L;Lycée professionnel Roches Maigres
9740015Y;Lycée professionnel Vue Belle
9740472V;Lycée professionnel Patu De Rosemont
9740479C;Lycée professionnel Amiral LACAZE
9740552G;Lycée professionnel Leon De Lepervanche
9740575G;Lycée professionnel de Saint Pierre
9740934X;Lycée professionnel Paul Langevin
9750003E;Lycée professionnel Saint Pierre
9760125G;Lycée professionnel De Kahani
9760296T;Lycée professionnel De Chirongui
9830005N;Lycée professionnel Commercial
9830305P;Lycée professionnel Industriel Ljg
9830306R;Lycée professionnel Petro Attiti
9830394L;Lycée professionnel Noumea Sud
9830460H;Lycée professionnel Augustin Ty
9830478C;Lycée professionnel Des Iles Loyaute
9830508K;Lycée professionnel De La Vallee Du Tir (Alp)
9830509L;Lycée professionnel De La Foa (Alp)
9830510M;Lycée professionnel De Bourail (Alp)
9830511N;Lycée professionnel De Houailou (Alp)
9830512P;Lycée professionnel De Poindimie (Alp)
9830514S;Lycée professionnel De Kone (Alp)
9830516U;Lycée professionnel De La Roche (Alp)
9830517V;Lycée professionnel D Ouvea (Alp)
9830519X;Lycée professionnel Maurice Pierre
9840019Y;Lycée Professionnel Tuteao A Vaiho
9840160B;Lycée professionnel St Joseph
9840341Y;Lycée professionnel de Mahina
0030118M;LEGTPA du Bourbonnais / Site de Lapalisse
0031027A;Lycée professionnel agricole 
0031047X;LPA Montluçon-Larequille
0040056P;Lycée agricole Digne-Carmejane
0070916H;Lycée professionnel agricole Olivier De Serres
0131715U;Lycée professionnel agricole Les Alpilles
0141421U;Lycée professionnel agricole de VIRE
0150583C;Lycée professionnel agricole 
0211174M;LEGTA La Barotte Haute Côte-d'or
0271108H;Lycée professionnel agricole Gilbert Martin
0421034W;Lycée Sévigné
0530520C;Lycée professionnel agricole
0171523N;Lycée Esics Formation
0624292D;Maison Familiale Rurale
0131398Z;Lycée Maximilien de Sully
0801720K;Maison Familiale et Rurale de Flixecourt
0932117W;Lycée Lucie AUBRAC
0931654T;Lycée professionnel Agricole du Paysage et de l'Environnement Fénelon
0670089H;Lycée Emile Mathis
0370749N;Lycée Sainte Marguerite
0754987N;Ecole de Condé
0593495D;Lycée professionnel Paul Langevin
0622211S;Lycée professionnel Saint Pierre
0595119U;Lycée professionnel Agricole du Hainaut et de l'Avesnois
0881664F;Lycée des Métiers - Hôtelier JBS Chardin
0573320Z;Lycée des Métiers - Hotelier Raymond Mondon
0060029Z;Lycée du Parc Imperial
0261324Y;ESISAR Valence
0650048Z;ENI de Tarbes
0261069W;Lycée Drôme Provençale
C383098L;CPP - La Prépa des INP
9711022J;Pensionnat de Versailles
0651036Y;Ecole 2d degré général privée Gambetta
0311189Z;Ecole technologique privée ORT Maurice Grynfogel
0381900J;ITEC Boisfleury Europe
0840746E;Ecole agricole privée ACAF-MSA
0542288U;I.U.T. H. Poincaré de Longwy - Université de Lorraine
0570175F;I.U.T de Metz - Université de Lorraine
0573435Z;I.U.T. Thionville-Yutz - Université de Lorraine
0141234R;I.U.T de Caen
0624140N;I.U.T LITTORAL (BOULOGNE/MER)
0142257C;I.U.T de Caen ( Antenne de Vire )
0142218K;I.U.T de Caen ( Antenne d'IFS )
0142179T;I.U.T de Caen ( Antenne de Lisieux )
0133686L;I.U.T d'Aix-Marseille - Site d'Arles
0133502L;I.U.T d'Aix-Marseille - Site de Salon-De-Provence
0100684P;Iut De Troyes
9741204R;Université de la Réunion - Le Tampon
0801265R;IUT d'Amiens
0601895J;I.U.T de l'Oise - Site de Creil
0691875N;Institut Technique Des Carrieres Carole (Itcc)
7200664J;Université de Corte
0590314W;Universite Lille 2
0130069E;Lycée professionnel Kleber
0130071G;Lycée professionnel Colbert
0130072H;Lycée professionnel Ampere
0130150T;Lycée professionnel Jean Moulin
0130157A;Lycée professionnel Ferrages (Quartier Les)
0130170P;Lycée professionnel Vauvenargues
0130171R;Lycée professionnel Charles Privat
0130172S;Lycée professionnel Leonard De Vinci
0131709M;Lycée professionnel Adam De Craponne
0132211H;Lycée professionnel Régional Jean Lurcat
0132569X;Lycée professionnel Emile Zola
0150008C;Lycée professionnel Raymond Cortat
0150022T;Lycée professionnel Joseph Constant
0150036H;Lycée professionnel Jean Mermoz
0190013L;Lycée professionnel Danton
0190034J;Lycée professionnel Rene Cassin
0190674E;Lycée professionnel Bernart De Ventadour
0190701J;Lycée professionnel Lavoisier
0210032W;Lycée professionnel des métiers de la céramique Henry Moisand
0211356K;Lycée professionnel Antoine
0220012U;Lycée professionnel Ker Siam
0220070G;Lycée professionnel Chaptal
0220071H;Lycée professionnel Eugene Freyssinet
0220072J;Lycée professionnel Joseph Savina
0220075M;Lycée professionnel Jean Monnet
0220083W;Lycée professionnel Felix Le Dantec
0220186H;Lycée professionnel Rosa Parks
0230003D;Lycée professionnel Jean Jaures
0230008J;Lycée professionnel Delphine Gay
0230027E;Lycée professionnel Louis Gaston Roussillat
0240012H;Lycée professionnel Metiers Du Batiment
0240028A;Lycée professionnel Pablo Picasso
0240039M;Lycée professionnel Porte d'Aquitaine
0240048X;Lycée professionnel Pre De Cordy
0240050Z;Lycée professionnel Arnaut Daniel
0240984P;Lycée professionnel Leonard De Vinci
0250002S;Lycée professionnel Louis Garnier
0311268K;L.P.A. de St Gaudens
0320557G;L.P.A. de Mirande
0320646D;L.P.A. Mirande-Riscle
0350940G;Lycée professionnel agricole
0381818V;UFA Lycée professionnel agricole - CFA Public Agricole Régional
0381888W;Lycée professionnel agricole et animalier
0400139J;Lycée Professionnel Agricole DE MUGRON
0421087D;Lycée professionnel agricole De Roanne Cherve
0430111M;LEGTA YSSINGEAUX LE PUY
0470107L;Lycée Professionnel Agricole DE TONNEINS
0511218X;Centre de Formation pour Adultes
0520741Y;Lycée professionnel agricole
0541475K;Lycée professionnel agricole Nancy-Pixerecourt
0550754W;Lycée professionnel agricole Martial Brousse
0560227T;Lycée professionnel agricole 
0560274U;Lycée professionnel agricole Le Sullio
0595356B;Lycée professionnel agricole Hilaire Vanmairis
0610746E;Lycée professionnel agricole d'Alençon
0631159T;Lycée professionnel agricole 
0631223M;LPA des Combrailles - Site de Saint-Gervais-d'Auvergne
0631225P;LPA de Rochefort-Montagne
0640233F;Lycée professionnel agricole 
0640253C;Lycée Professionnel Agricole DE ORTHEZ
0640254D;Lycée Professionnel Agricole D'OLORON
0650138X;L.P.A. de Tarbes
0711073F;Lycée professionnel agricole de l'horticulture et du paysage
0711815M;Lycée professionnel agricole Velet
0761767H;Lycée professionnel agricole Du Pays De Bray
0763004C;Lycée professionnel agricole Du Bois
0771357G;Lycée professionnel agricole
0801328J;Lycée professionnel agricole de la Haute-Somme
0801335S;Lycée professionnel agricole de la Baie de Somme
0801825Z;Lycée professionnel agricole DE LA HAUTE SOM
0810578N;L.P.A. Lavaur - Flamarens
0820531G;L.P.A. de Moissac
0301527X;Ecole secondaire professionnelle privée Espace Robert Bourgier
0301500T;Ecole technique privée Nîmes Olympique Association
0301433V;Maison familiale rurale horticole Le Grand Mas
0383208F;ITEC Boisfleury Europe
0383053M;Ecole technique privée Academy
0382974B;ecole superieure d'ingénierie informatique
0382896S;Ecole technique privée Univeria
0382818G;Ecole technique privée Grenoble Foot 38
0133369S;Ecole Saint François de Sales (Ecole secondaire professionnelle privée)
0133404E;Centre National des Arts Techniques (Ecole secondaire professionnelle privée)
0382378D;Lycée professionnel agricole privé Saint-Exupéry
0382376B;Lycée professionnel Agricole BELLEVUE
0382370V;Lycée professionnel agricole privé les Alpes
0741410F;Ecole secondaire professionnelle privée maestris beauté
0741556P;Lycée professionnel Agricole Jeanne Antide
0133567G;Groupe Pluralis (Ecole secondaire professionnelle privée)
0841042B;Institut privé pour la formation commerciale (Ecole secondaire professionnelle)
0261065S;Lycée du Val de Drôme
0840941S;Lycée professionnel Saint Jean Baptiste de La Salle
0381730Z;Pro'style conseil Ecole technique privée de coiffure
0381725U;Ecole secondaire professionnelle privée ELAG
0261392X;Ecole technique privée maestris
0261315N;Lycée professionnel agricole privé VAL DE DROME
0261286G;Ecole technique privée EPSECO
0261265J;Centre d'études forestières et agricoles
0783529M;ETABLISSEMENT D ENSEIGNEMENT SECONDAIRE PRIVE SFEF-COMPLETUDE
0133514Z;Ecole privée Coiffure Esthétique AFQA (Ecole secondaire professionnelle)
0071239J;Lycée professionnel Agricole La Pelissière Vallée du Rhône
0071234D;Lycée professionnel agricole privé
0840077C;ERUDIS Formation
0840087N;Ecole des Arts de La Coiffure (Ecole secondaire professionnelle privée)
0840090S;Ecole privée Les Cigales (Ecole secondaire professionnelle)
0312693J;Ecole secondaire privée La Pradette
0312711D;ECOLE TECHNIQUE PRIVEE DU STADE TOULOUSAIN
0383350K;CENTRE FORMATION PROFESSIONNELLE CONTINUE
0260111E;Ecole privée d'esthétique coiffure EPEC Béatrice Auger
0022026S;Ecole professionnelle privée Coiffure et Esthétique
0741225E;Lycée professionnel Agricole les roselieres
0741224D;Lycée agricole privée Les Trois Vallées
0593560Z;Université Lille 2
0595872M;Universite Lille 2-Antenne de Cambrai
0595891H;Universite Lille 2 - I.M.M.D.
0593561A;Université Lille-III Charles de Gaulle
0620215X;Université du littoral - Site de Calais
0301577B;Université de Montpellier, Antenne de Nîmes
0595760R;Université Lille-III - UFR LEA
0596039U;Université d'Artois - Site de Douai
0311384L;Université Toulouse 3 Paul Sabatier
0311728K;Lycée Billières
0870875D;Maison familiale rurale d'éducation et d'orientation du Haut Limousin
0311186W;Lycée Billières
0371441R;Saint Vincent De Paul
0594365Z;IUT LITTORAL (DUNKERQUE)
0624237U;Université du littoral - Site de Saint-Omer
0281057X;Etablissement De Chartres Cedex
0371384D;Ecole Sup. Tourangelle de TOURS
0180877F;Ecole Sup. ESTACOM De Bourges
0350097R;INSA Rennes
0760165S;INSA Rouen
0670190T;INSA Strasbourg
0310152X;INSA Toulouse
0250013D;Lycée professionnel Pierre-Adrien Paris
0250014E;Lycée professionnel Conde
0250063H;Lycée professionnel Jouffroy D'Abbans
0250066L;Lycée professionnel Viette
0250067M;Lycée professionnel Les Huisselets
0251002D;Lycée professionnel Louis Pergaud
0251434Y;Lycée professionnel La Pierre Martin
0251557G;Lycée professionnel Albert Camus
0260041D;Lycée professionnel Francois Jean Armorin
0260042E;Lycée professionnel Jules Algoud
0260050N;Lycée professionnel Leonard De Vinci
0260114H;Lycée professionnel LES CATALINS
0261100E;Lycée professionnel Amblard
0261148G;Lycée professionnel Hotelier De L'Hermitage
0270004H;Lycée professionnel 
0270009N;Lycée professionnel A.Boismard
0270030L;Lycée professionnel Jean Baptiste Decretot
0270039W;Lycée professionnel 
0271101A;Lycée professionnel 
0290001U;Lycée professionnel des métiers Jean Moulin
0290072W;Lycée professionnel Jean Chaptal
0290078C;Lycée professionnel Roz Glas
0290092T;Lycée professionnel des métiers
0290102D;Lycée professionnel Jules Lesven
0290130J;Lycée professionnel des Métiers du Batiment
0291633T;Lycée professionnel Rene Laennec
0300041G;Lycée professionnel Marie Curie
0300047N;Lycée professionnel Métiers D'Art Georges Guynemer
0300056Y;Lycée professionnel Jean-Baptiste Dumas
0300057Z;Lycée professionnel Gaston Darboux
0310033T;Lycée professionnel Elisabeth Et Norbert Casteret
0310050L;Lycée Professionnel Joseph Gallieni
0310051M;Lycée professionnel Guynemer
0310054R;Lycée professionnel Renee Bonnet
0310055S;Lycée professionnel Marie Louise Dissard Francoise
0311092U;Lycée professionnel des Métiers Eugene MONTEL
0311324W;Lycée professionnel Du Mirail
0320026E;Lycée professionnel D'Artagnan
0320030J;Lycée professionnel Clement Ader
0840218F;Lycée professionnel agricole Viticole
7200599N;Lycée professionnel agricole De Borgo Marana
9710089V;Lycée professionnel agricole Destrellan
9720085K;Lycée professionnel agricole Croix Rivail
9730021K;Lycée professionnel agricole Suzini
9740097M;Lycée professionnel agricole De Saint Joseph
9760206V;Lycée professionnel agricole de COCONI
0221624W;Lycée professionnel maritime Pierre Loti
0341699M;Lycée professionnel maritime Paul Bousquet
0351914R;Lycée professionnel maritime Public
0442092K;Lycée professionnel maritime Jacques CASSARD
0561486L;Lycée professionnel maritime
0641770B;Lycée professionnel maritime
0641841D;Lycée professionnel maritime 
9741098A;Lycée professionnel maritime E.A.M Le Port
0090047C;Lycée professionnel privé St Joseph
0121225S;Lycée professionnel privé 
0251588R;Lycée professionnel Nte Dame
0290208U;Lycée professionnel privé Prive Ste Ursule
0541372Y;Lycée professionnel privé Acieries De Pompey
0541373Z;Lycée professionnel privé Notre Dame
0570250M;Lycée professionnel privé L Etoile Du Matin
0570274N;Lycée professionnel privé Usinor
0570297N;Lycée professionnel privé Jean Souvay
0671631J;Lycée professionnel privé Ecole Air Et Vie
0860788P;Lycée professionnel privé Saint Martial
0900036A;Lycée professionnel privé Nd Des Anges
0911966T;Lycée professionnel privé St Leon
0010099C;Lycée professionnel Saint Joseph
0020498F;Lycée professionnel Sainte Sophie
0020503L;Lycée professionnel privé C.C.I.A
0021906L;Lycée professionnel Saint Charles
0022000N;Lycée professionnel privé La Providence
0022001P;Lycée professionnel privé C.C.I.A.
0022002R;Lycée professionnel privé Saint Joseph
0030105Y;Lycée professionnel Sainte Louise
0030112F;Lycée professionnel Anna Rodier
0040502Z;Lycée professionnel privé Sacre Coeur (Du)
0050039R;Lycée professionnel Pierre Et Louis Poutrain
0070101X;Lycée professionnel privé Notre Dame
0070107D;LEP Rivier
0070112J;Lycée professionnel Saint Andre
0070113K;Lycée professionnel privé Du Sacre Coeur
0070114L;Lycée professionnel Notre Dame
0070115M;Lycée professionnel Jules Froment
0080093H;Lycée professionnel Jeanne D'Arc
0090045A;Lycée professionnel et technologique Privé Les Jacobins
0100078F;Lycée professionnel Jeanne Mance
9741060J;Lycée professionnel Agricole Cluny Ste-Suzanne
0731479L;Ecole professionnelle privée de coiffure ECM
0730768N;Ecole générale et technologique privée d'altitude Le Val d'Arly
0752123A;Ecole privée française d'Enseigement technique
0752124B;Ecole privée Françoise Morice Esthétique-Cosmétique
0752435P;Ecole privée Yves Rocher Esthétique-Cosmétique
0752803P;International School of Paris (Ecole secondaire privée)
0753818T;Cours René Réaumur (Ecole secondaire privée)
0753825A;Lycée Pour handicapés Morvan
0753845X;Cours Montaigne (Ecole secondaire privée)
0754089M;Lycée Pour handicapés Votre Ecole chez vous
0754108H;Ecole privée internationale de Coiffure
0754112M;Ecole privée de Bijouterie-Joaillerie
0754114P;Ecole dentaire française (Ecole secondaire professionnelle privée)
0754129F;Ecoles Grégoire-Ferrandi CCIP (Ecole secondaire professionnelle privée)
0754163T;Institut européen de Coiffure
0754168Y;Centre Marcel Lamy Coiffure-Esthétique (Ecole secondaire professionnelle privée)
0754169Z;Ecole active de Coiffure (Ecole secondaire professionnelle privée)
0940890G;Lycée général privé Jeanne d'Albret
0754686L;Ecole privée Régine Ferrère Esthétique-Cosmétique
0754872N;Ecole privée internationale Esthétique française
0754242D;Ecole privée Marbeuf Esthétique Elysées
0754338H;Ecole Privée d'Esthétique Catherine Sertin
0754465W;Ecole professionnelle privée Coiffure
0941724N;Ecole du Bâtiment et desTravaux Publics
0753082T;Ecole des Techniciens Supérieurs (Ecole secondaire professionnelle privée)
0751698N;Ecole privée pigier
0930960N;Lycée professionnel ORT DANIEL MAYER
0061990F;Lycée Polyvalent PRIVE AS CANNES FOOTBALL
0062013F;INTERNATIONAL SCHOOL OF SOPHIA-ANTIPOLIS (ISSA)
0755193M;Ecole GASTON TENOUDJI (Ecole secondaire privée)
0755207C;Cours privé d'enseignement technique Chapellerie, Modiste et Accessoires de Tête (C.M.A.T.)
0831554N;Institut Var Formation Métiers du Football (Ecole secondaire professionnelle privée)
0030888Z;LEAP Claude Mercier
0030925P;MFREO d'Escurolles
0870913V;Ecole professionnelle privée Esthétique Cosmétique
0190071Z;Institut Briviste Supérieur Administration et Commerce (Ecole secondaire professionnelle privée)
0190070Y;Ecole Application Travaux Publics (Ecole secondaire professionnelle privée)
0881383A;Ecole technique privée Formapole-Epinal
0571998M;Lycée Compagnie De Formation
0881690J;Lycée professionnel Agricole et Rural
0881710F;Ecole secondaire privée Institution Saint Dominique
0060701E;Cours Commercial Azur (Ecole secondaire professionnelle privée)
0060810Y;Ecole secondaire professionnelle privée Balzac
0470015L;Porte Du Lot Lycee Des Metiers Des Maintenances Des Engins De Travaux Publics Et Des Machines Agricoles
0331863W;Lycée agricole de Libourne Montagne
0690192J;INSA Lyon
0311382J;Université Toulouse 1 Capitole
0875023M;Lycée Maryse Bastie
0501928Z;I.U.T Cherbourg Manche (Antenne de Saint-Lô)
0541205S;I.U.T de Nancy-Brabois - Université de Lorraine
0631480S;Lycée professionnel Pierre Boulanger
C690192J;Groupe INSA
0141418R;Lycée Les Rosiers
0331585U;Lycée professionnel St Augustin
0421095M;Universite Jean Monnet, Saint-Etienne
0260072M;Lycée Saint-Louis
0312759F;Lycée Joseph Gallieni
0131685L;Lycée Clovis-Hugues
0320040V;Lycée professionnel Pardailhan
0330011H;Lycée professionnel Anatole De Monzie
0330031E;Lycée professionnel Toulouse Lautrec
0330033G;Lycée professionnel Des Menuts
0330060L;Lycée professionnel Flora Tristan
0330082K;Lycée professionnel Sud Gironde
0330102G;Lycée professionnel Odilon Redon
0330119A;Lycée professionnel Jehan Duperier
0330127J;Lycée professionnel 
0330141Z;Lycée professionnel G.Eiffel
0330142A;Lycée professionnel Tregey Rive De Garonne
0331460H;Lycée professionnel Les Chartrons
0331882S;Lycée professionnel Emile Combes
0332194F;Lycée des métiers Condorcet Arcachon
0332346W;Lycée professionnel Philippe Cousteau
0332441Z;Lycée des métiers Jacques Brel
0332445D;Lycée des métiers de l'automobile Beau de Rochas
0332781U;Lycée professionnel De L Estuaire
0340006X;Lycée professionnel Fernand Leger
0340061G;Lycée professionnel Charles Allies
0340069R;Lycée professionnel Jacques Brel
0340078A;Lycée professionnel Charles De Gaulle
0340088L;Lycée professionnel Irene Et Frederic Joliot Curie
0341385W;Lycée professionnel Leonard De Vinci
0350009V;Lycée professionnel Alphonse Pelle
0350031U;Lycée professionnel Jean Jaures
0350050P;Lycée professionnel Bel Air
0350060A;Lycée professionnel Joliot-Curie
0350102W;Lycée professionnel Beaumont
0350709F;Lycée des métiers - Energie et Habitat - La Champagne
0350761M;Lycée professionnel Jean Guehenno
0351054F;Lycée professionnel Charles Tillon
0351789E;Lycée professionnel Pierre Mendes France
0360006L;Lycée professionnel 
0380019P;Lycée professionnel De Domene
0101015Z;Lycée professionnel LA SALLE
0120105Z;Lycée professionnel Jeanne d'Arc
0120111F;Lycée professionnel privé 
0121260E;Lycée professionnel Saint-Joseph
0121309H;Lycée professionnel Saint-Joseph
0121310J;Lycée professionnel privé Jeanne D'Arc
0121429N;Lycée professionnel Louis Querbes
0131415T;Lycée professionnel Celony
0131424C;Lycée professionnel privé Ort Leon Bramson
0131432L;Lycée professionnel St Andre (Les Routiers)
0131433M;Lycée professionnel de St Henri
0131434N;Lycée professionnel Ecole Libre De Metiers
0131449E;Lycée professionnel Marie Gasquet
0131459R;Lycée professionnel Ste Marie
0131463V;Lycée professionnel Cabucelle (La)
0131465X;Lycée professionnel privé Frederic Ozanam
0131466Y;Lycée professionnel Don Bosco
0131471D;Lycée professionnel privé Les Quatre Vents
0131474G;Lycée professionnel Caucadis
0131484T;Lycée professionnel Brise Lames
0131485U;Lycée professionnel LE ROCHER
0131675A;Lycée professionnel Sainte Elisabeth
0132193N;Lycée professionnel Edmond Rostand
0132790M;Lycée professionnel Jacques Raynaud
0132835L;Lycée professionnel St Vincent De Paul
0133274N;Lycée professionnel JEANNE D'ARC
0133275P;Lycée professionnel Cadenelle
0133276R;Lycée professionnel Charles Peguy
0133277S;Lycée professionnel Modele Electronique
0133280V;Lycée professionnel St Eloi
0133281W;Lycée professionnel Maximilien De Sully
0133282X;Lycée professionnel Henri Leroy
0133304W;Lycée professionnel Perrimond Jeanne
0150075A;Lycée professionnel Gerbert St Joseph
0150709P;Lycée professionnel privé Gerbert Saint Eugene
0170107Z;Lycée professionnel privé La Providence
0220121M;Lycée professionnel Ste Elisabeth
0220122N;Lycée professionnel Montbareil
0221839E;Lycée professionnel privé Ste Elisabeth
0221865H;Lycée professionnel privé St Joseph
0221866J;Lycée professionnel Kersa La Salle
0221867K;Lycée professionnel Marie Balavenne
0221868L;Lycée professionnel Sacre Coeur
0221869M;Lycée professionnel privé St Louis De Gonzague
0061229D;Or Torah (Ecole secondaire privée)
0660756N;Ecole professionnelle privée Esthétique Coiffure Giorgifont 2
0660632D;Lycée professionnel Agricole Beausoleil
0660631C;Lycée professionnel Agricole Le Mas Blanc
0061392F;Mougins School (Ecole secondaire privée)
0061637X;Ecole Coiffure Balzac (Ecole secondaire professionnelle privée)
0061766M;Ecole privée européenne Esthétique
0061888V;Ecole privée Jeune Aiglon
0831109E;Lycée professionnel Agricole de Saint-Maximin-la-Sainte-Baume
0062035E;International Business School I.B.S.
